datetime,action,ticker,quantity,price,fee,remaining_cash
2025-05-23 00:00:43,BUY,MSFT,1,48.06,0.14,99948.41
2025-05-23 00:00:44,BUY,MSFT,1,45.31,0.14,99902.97
2025-05-23 00:00:44,BUY,MSFT,1,45.31,0.14,99857.52
2025-05-23 00:00:44,BUY,MSFT,1,46.44,0.14,99810.94
2025-05-23 00:00:44,BUY,MSFT,1,47.78,0.14,99763.02
2025-05-23 00:00:44,BUY,MSFT,1,47.78,0.14,99715.09
2025-05-23 00:00:45,BUY,MSFT,1,50.0,0.15,99664.94
2025-05-23 00:00:45,BUY,MSFT,1,50.0,0.15,99614.79
2025-05-23 00:00:45,BUY,MSFT,1,50.5,0.15,99564.14
2025-05-23 00:00:45,BUY,MSFT,1,50.5,0.15,99513.49
2025-05-23 00:00:45,BUY,MSFT,1,49.0,0.15,99464.34
2025-05-23 00:00:45,BUY,MSFT,1,49.0,0.15,99415.19
2025-05-23 00:00:46,BUY,MSFT,1,47.56,0.14,99367.49
2025-05-23 00:00:46,BUY,MSFT,1,47.69,0.14,99319.66
2025-05-23 00:00:46,BUY,MSFT,1,47.69,0.14,99271.83
2025-05-23 00:00:46,BUY,MSFT,1,47.69,0.14,99224.0
2025-05-23 00:00:46,BUY,MSFT,1,47.69,0.14,99176.17
2025-05-23 00:00:47,BUY,MSFT,1,49.69,0.15,99126.33
2025-05-23 00:00:47,BUY,MSFT,1,49.69,0.15,99076.49
2025-05-23 00:00:47,BUY,MSFT,1,48.69,0.15,99027.66
2025-05-23 00:00:47,BUY,MSFT,1,48.69,0.15,98978.83
2025-05-23 00:00:47,BUY,MSFT,1,51.38,0.15,98927.3
2025-05-23 00:00:47,BUY,MSFT,1,51.38,0.15,98875.77
2025-05-23 00:00:48,BUY,MSFT,1,51.62,0.15,98823.99
2025-05-23 00:00:48,BUY,MSFT,1,51.62,0.15,98772.21
2025-05-23 00:00:48,BUY,MSFT,1,55.94,0.17,98716.1
2025-05-23 00:00:48,BUY,MSFT,1,55.94,0.17,98660.0
2025-05-23 00:00:48,BUY,MSFT,1,55.94,0.17,98603.89
2025-05-23 00:00:54,BUY,META,1,19.1,0.06,98584.74
2025-05-23 00:00:54,BUY,META,1,19.09,0.06,98565.59
2025-05-23 00:00:54,BUY,META,1,19.09,0.06,98546.44
2025-05-23 00:00:55,BUY,META,1,18.06,0.05,98528.33
2025-05-23 00:00:55,BUY,META,1,18.06,0.05,98510.21
2025-05-23 00:00:55,BUY,META,1,18.06,0.05,98492.1
2025-05-23 00:00:55,BUY,META,1,17.73,0.05,98474.32
2025-05-23 00:00:55,BUY,META,1,17.73,0.05,98456.53
2025-05-23 00:00:55,BUY,META,1,18.58,0.06,98437.9
2025-05-27 05:27:29,BUY,AMD,1,26.88,0.08,99973.04
2025-05-27 05:27:30,BUY,AMD,1,28.75,0.09,99944.21
2025-05-27 06:20:23,BUY,META,1,31.41,0.09,99968.5
2025-05-27 06:20:26,BUY,AMD,1,22.75,0.07,99945.68
2025-05-27 06:20:30,BUY,NVDA,1,0.14,0.0,99945.54
2025-05-27 06:20:32,BUY,NFLX,1,1.11,0.0,99944.42
2025-05-27 06:20:44,BUY,AAPL,1,1.12,0.0,99943.3
2025-05-27 21:09:38,BUY,AAPL,1,0.85,0.0,99999.15
2025-05-27 21:09:39,BUY,AAPL,1,0.83,0.0,99998.32
2025-05-27 21:09:39,BUY,AAPL,1,0.83,0.0,99997.49
2025-05-27 21:09:39,BUY,AAPL,1,0.83,0.0,99996.66
2025-05-27 21:16:39,BUY,MSFT,1,14.37,0.04,99985.59
2025-05-27 21:16:40,BUY,MSFT,1,13.29,0.04,99972.26
2025-05-27 21:16:41,BUY,MSFT,1,15.06,0.05,99957.15
2025-05-27 21:55:12,BUY,AAPL,1,0.22,0.0,99999.78
2025-05-27 21:55:14,BUY,AAPL,1,0.22,0.0,99999.56
2025-05-27 21:55:16,BUY,AAPL,1,0.21,0.0,99999.35
2025-05-27 21:55:23,BUY,IBM,1,42.1,0.13,99957.12
2025-05-27 21:55:23,BUY,IBM,1,42.1,0.13,99914.9
2025-05-27 22:16:04,BUY,AAPL,1,0.26,0.0,99999.74
2025-05-27 22:16:08,BUY,AMZN,1,0.85,0.0,99998.89
2025-05-27 22:16:13,BUY,005930.KS,1,2762.08,8.29,97228.53
2025-05-27 22:22:26,BUY,AAPL,1,0.92,0.0,99999.07
2025-05-27 22:22:27,BUY,AAPL,1,0.91,0.0,99998.16
2025-05-27 22:22:28,BUY,AAPL,1,0.87,0.0,99997.28
2025-05-27 22:22:30,BUY,NVDA,1,0.18,0.0,99997.1
2025-05-27 22:22:31,BUY,NVDA,1,0.18,0.0,99996.92
2025-05-27 22:22:31,BUY,NVDA,1,0.19,0.0,99996.73
2025-05-27 22:22:31,BUY,NVDA,1,0.19,0.0,99996.55
2025-05-27 22:22:32,BUY,NVDA,1,0.18,0.0,99996.37
2025-05-27 22:22:32,BUY,NVDA,1,0.18,0.0,99996.19
2025-05-27 22:22:32,BUY,NVDA,1,0.17,0.0,99996.02
2025-05-27 22:22:32,BUY,NVDA,1,0.15,0.0,99995.87
2025-05-27 22:22:32,BUY,NVDA,1,0.15,0.0,99995.71
2025-05-27 22:22:33,BUY,NVDA,1,0.14,0.0,99995.57
2025-05-27 22:22:33,BUY,NVDA,1,0.14,0.0,99995.43
2025-05-27 22:22:37,BUY,WMT,1,13.56,0.04,99981.83
2025-05-27 22:22:38,BUY,WMT,1,13.36,0.04,99968.43
2025-05-27 22:22:38,BUY,WMT,1,13.36,0.04,99955.04
2025-05-27 22:22:38,BUY,WMT,1,12.85,0.04,99942.15
2025-05-27 22:22:38,BUY,WMT,1,12.85,0.04,99929.27
2025-05-27 22:22:38,BUY,WMT,1,12.85,0.04,99916.38
2025-05-27 22:22:39,BUY,WMT,1,11.76,0.04,99904.58
2025-05-27 23:07:22,BUY,AAPL,1,0.8,0.0,99999.2
2025-05-27 23:07:23,BUY,AAPL,1,0.83,0.0,99998.37
2025-05-27 23:07:24,BUY,AAPL,1,0.78,0.0,99997.59
2025-05-27 23:07:25,BUY,AAPL,1,0.74,0.0,99996.84
2025-05-27 23:07:40,BUY,MSFT,1,31.65,0.09,99965.1
2025-05-27 23:07:40,BUY,MSFT,1,34.29,0.1,99930.71
2025-05-27 23:17:33,BUY,WMT,1,11.77,0.04,99918.9
2025-05-27 23:17:35,BUY,WMT,1,11.56,0.03,99907.31
2025-05-27 23:17:35,BUY,WMT,1,11.56,0.03,99895.71
2025-05-27 23:17:35,BUY,WMT,1,11.56,0.03,99884.12
2025-05-27 23:17:35,BUY,WMT,1,11.56,0.03,99872.52
2025-05-27 23:17:35,BUY,WMT,1,11.56,0.03,99860.93
2025-05-27 23:17:35,BUY,WMT,1,11.56,0.03,99849.34
2025-06-08 03:19:59,BUY,INTC,1,31.22,0.09,99968.69
2025-06-08 03:20:01,BUY,QCOM,1,42.11,0.13,99926.45
2025-06-08 03:20:04,BUY,005930.KS,1,3417.0,10.25,96499.2
2025-06-08 03:25:27,BUY,AAPL,1,0.78,0.0,99999.22
2025-06-08 03:25:36,BUY,DIS,1,27.32,0.08,99971.81
2025-06-08 03:25:36,BUY,DIS,1,28.28,0.08,99943.45
2025-06-08 03:25:36,BUY,DIS,1,28.28,0.08,99915.09
2025-06-08 03:25:36,BUY,DIS,1,28.28,0.08,99886.72
2025-06-08 03:25:37,BUY,DIS,1,29.52,0.09,99857.11
2025-06-08 03:25:37,BUY,DIS,1,29.52,0.09,99827.51
2025-06-08 03:25:38,BUY,DIS,1,28.61,0.09,99798.81
2025-06-08 03:25:38,BUY,DIS,1,28.61,0.09,99770.11
2025-06-08 03:25:43,BUY,AMD,1,31.25,0.09,99738.76
2025-06-08 03:34:27,BUY,NVDA,1,0.17,0.0,99999.83
2025-06-08 03:34:28,BUY,NVDA,1,0.2,0.0,99999.62
2025-06-08 03:34:28,BUY,NVDA,1,0.2,0.0,99999.42
2025-06-08 03:34:41,BUY,ORCL,1,21.83,0.07,99977.52
2025-06-08 03:34:43,BUY,ORCL,1,18.51,0.06,99958.96
2025-06-08 03:34:43,BUY,ORCL,1,18.51,0.06,99940.39
2025-06-08 03:34:43,BUY,ORCL,1,18.51,0.06,99921.83
2025-06-08 03:34:44,BUY,ORCL,1,18.16,0.05,99903.62
2025-06-08 03:34:44,BUY,ORCL,1,18.16,0.05,99885.41
2025-06-08 03:34:44,BUY,ORCL,1,18.16,0.05,99867.19
2025-06-08 03:34:47,BUY,MSFT,1,17.57,0.05,99849.58
2025-06-08 03:34:47,BUY,MSFT,1,17.57,0.05,99831.96
2025-06-08 03:34:47,BUY,MSFT,1,17.57,0.05,99814.34
2025-06-08 03:34:48,BUY,MSFT,1,17.13,0.05,99797.16
2025-06-08 03:34:48,BUY,MSFT,1,17.13,0.05,99779.98
2025-06-08 03:34:48,BUY,MSFT,1,17.13,0.05,99762.81
2025-06-08 03:34:48,BUY,MSFT,1,17.13,0.05,99745.63
2025-06-08 03:34:48,BUY,MSFT,1,17.13,0.05,99728.45
2025-06-08 03:34:48,BUY,MSFT,1,17.24,0.05,99711.16
2025-06-08 03:40:45,BUY,ORCL,1,32.27,0.1,99967.64
2025-06-08 03:40:46,BUY,ORCL,1,31.01,0.09,99936.54
2025-06-08 03:40:49,BUY,ORCL,1,32.87,0.1,99903.57
2025-06-08 03:40:49,BUY,ORCL,1,32.87,0.1,99870.6
2025-06-08 03:40:49,BUY,ORCL,1,31.79,0.1,99838.72
2025-06-08 03:40:49,BUY,ORCL,1,31.79,0.1,99806.84
2025-06-08 03:40:50,BUY,ORCL,1,33.2,0.1,99773.54
2025-06-08 03:40:50,BUY,ORCL,1,33.2,0.1,99740.24
2025-06-08 03:40:50,BUY,ORCL,1,33.2,0.1,99706.95
2025-06-08 03:40:51,BUY,ORCL,1,32.94,0.1,99673.91
2025-06-08 03:40:51,BUY,ORCL,1,34.6,0.1,99639.2
2025-06-08 03:40:51,BUY,ORCL,1,34.6,0.1,99604.49
2025-06-08 03:40:51,BUY,ORCL,1,34.6,0.1,99569.78
2025-06-08 03:49:23,BUY,INTC,1,25.27,0.08,99974.66
2025-06-08 03:49:24,BUY,INTC,1,22.81,0.07,99951.78
2025-06-08 03:49:25,BUY,INTC,1,22.92,0.07,99928.79
2025-06-08 03:49:25,BUY,INTC,1,22.92,0.07,99905.8
2025-06-08 03:49:58,BUY,005930.KS,1,3829.89,11.49,96158.62
2025-06-08 03:49:59,BUY,005930.KS,1,3559.38,10.68,92588.56
2025-06-08 03:50:39,BUY,QCOM,1,40.43,0.12,99959.45
2025-06-08 03:50:42,BUY,AAPL,1,0.94,0.0,99958.51
2025-06-08 03:56:22,BUY,AAPL,1,0.78,0.0,99999.22
2025-06-08 03:56:23,BUY,AAPL,1,0.8,0.0,99998.42
2025-06-08 03:56:24,BUY,AAPL,1,0.84,0.0,99997.57
2025-06-08 03:56:26,BUY,6758.T,1,2528.27,7.58,97461.71
2025-06-08 03:56:26,BUY,6758.T,1,2578.75,7.74,94875.23
2025-06-08 03:56:26,BUY,6758.T,1,2578.75,7.74,92288.74
2025-06-08 03:56:27,BUY,6758.T,1,2677.86,8.03,89602.85
2025-06-08 04:02:44,BUY,DIS,1,26.37,0.08,99973.55
2025-06-08 04:02:45,BUY,DIS,1,25.7,0.08,99947.78
2025-06-08 04:02:46,BUY,DIS,1,25.46,0.08,99922.24
2025-06-08 04:02:46,BUY,DIS,1,28.66,0.09,99893.49
2025-06-08 04:02:48,BUY,AAPL,1,0.74,0.0,99892.75
2025-06-08 04:02:48,BUY,AAPL,1,0.74,0.0,99892.0
2025-06-08 04:02:49,BUY,AAPL,1,0.78,0.0,99891.22
2025-06-08 04:02:49,BUY,AAPL,1,0.78,0.0,99890.45
2025-06-08 04:02:49,BUY,AAPL,1,0.78,0.0,99889.67
2025-06-08 04:02:49,BUY,AAPL,1,0.81,0.0,99888.85
2025-06-08 04:02:49,BUY,AAPL,1,0.81,0.0,99888.04
2025-06-08 04:02:50,BUY,AAPL,1,0.86,0.0,99887.18
2025-06-08 04:02:50,BUY,AAPL,1,0.86,0.0,99886.32
2025-06-08 04:03:30,BUY,7203.T,1,569.56,1.71,99315.05
2025-06-08 04:03:30,BUY,7203.T,1,569.56,1.71,98743.78
2025-06-08 04:03:31,BUY,7203.T,1,559.27,1.68,98182.83
2025-06-08 04:03:31,BUY,7203.T,1,559.27,1.68,97621.88
2025-06-08 04:03:32,BUY,7203.T,1,570.71,1.71,97049.46
2025-06-08 04:03:32,BUY,7203.T,1,570.71,1.71,96477.04
2025-06-08 04:03:32,BUY,7203.T,1,570.71,1.71,95904.62
2025-06-08 04:03:32,BUY,7203.T,1,568.42,1.71,95334.49
2025-06-08 04:03:32,BUY,7203.T,1,568.42,1.71,94764.37
2025-06-08 04:03:32,BUY,7203.T,1,568.42,1.71,94194.24
2025-06-08 04:05:23,BUY,KO,1,14.16,0.04,94180.04
2025-06-08 04:05:23,BUY,KO,1,14.16,0.04,94165.84
2025-06-08 04:05:23,BUY,KO,1,14.16,0.04,94151.64
2025-06-08 04:05:23,BUY,KO,1,14.16,0.04,94137.44
2025-06-08 04:05:23,BUY,KO,1,14.16,0.04,94123.24
2025-06-08 04:05:24,BUY,KO,1,14.25,0.04,94108.94
2025-06-08 04:05:24,BUY,KO,1,14.25,0.04,94094.65
2025-06-08 04:17:28,BUY,005380.KS,1,8613.72,25.84,91360.44
2025-06-08 04:17:29,BUY,005380.KS,1,8667.23,26.0,82667.21
2025-06-08 04:17:29,BUY,005380.KS,1,8560.22,25.68,74081.31
2025-06-08 04:17:30,BUY,005380.KS,1,8292.71,24.88,65763.72
2025-06-08 04:17:30,BUY,005380.KS,1,8292.71,24.88,57446.12
2025-06-08 04:17:30,BUY,005380.KS,1,8533.47,25.6,48887.05
2025-06-08 04:17:30,BUY,005380.KS,1,8533.47,25.6,40327.98
2025-06-08 04:17:31,BUY,005380.KS,1,9175.49,27.53,31124.97
2025-06-08 04:17:31,BUY,005380.KS,1,9175.49,27.53,21921.96
2025-06-08 04:17:31,BUY,005380.KS,1,8988.23,26.96,12906.76
2025-06-08 04:17:35,BUY,ORCL,1,25.07,0.08,12881.61
2025-06-08 04:17:35,BUY,ORCL,1,24.02,0.07,12857.52
2025-06-08 04:17:35,BUY,ORCL,1,24.02,0.07,12833.43
2025-06-08 04:17:36,BUY,ORCL,1,25.02,0.08,12808.34
2025-06-08 04:17:36,BUY,ORCL,1,25.02,0.08,12783.24
2025-06-08 04:17:36,BUY,ORCL,1,24.7,0.07,12758.47
2025-06-08 04:17:36,BUY,ORCL,1,24.7,0.07,12733.7
2025-06-08 04:17:37,BUY,ORCL,1,24.65,0.07,12708.98
2025-06-08 04:17:37,BUY,ORCL,1,24.65,0.07,12684.26
2025-06-08 04:17:41,BUY,AMD,1,19.62,0.06,12664.58
2025-06-08 04:17:41,BUY,AMD,1,19.62,0.06,12644.89
2025-06-08 04:17:41,BUY,AMD,1,19.62,0.06,12625.21
2025-06-08 04:17:41,BUY,AMD,1,20.75,0.06,12604.4
2025-06-08 04:17:41,BUY,AMD,1,20.75,0.06,12583.58
2025-06-08 04:17:42,BUY,AMD,1,23.75,0.07,12559.76
2025-06-08 04:17:42,BUY,AMD,1,23.75,0.07,12535.94
2025-06-08 04:17:42,BUY,AMD,1,23.75,0.07,12512.12
2025-06-08 04:17:42,BUY,AMD,1,27.5,0.08,12484.54
2025-06-08 04:17:42,BUY,AMD,1,27.5,0.08,12456.96
2025-06-08 04:17:43,BUY,AMD,1,26.75,0.08,12430.13
2025-06-08 04:17:43,BUY,AMD,1,26.75,0.08,12403.3
2025-06-08 04:17:43,BUY,AMD,1,26.75,0.08,12376.46
2025-06-08 04:17:43,BUY,AMD,1,29.06,0.09,12347.32
2025-06-08 04:17:43,BUY,AMD,1,29.06,0.09,12318.17
2025-06-08 04:17:43,BUY,AMD,1,29.06,0.09,12289.02
2025-06-08 04:35:00,BUY,005930.KS,1,3737.35,11.21,96251.44
2025-06-08 04:35:01,BUY,005930.KS,1,3651.92,10.96,92588.56
2025-06-08 04:35:04,BUY,NVDA,1,0.11,0.0,92588.45
2025-06-08 04:35:05,BUY,NVDA,1,0.13,0.0,92588.32
2025-06-08 04:35:09,BUY,AAPL,1,0.96,0.0,92587.36
2025-06-08 04:35:10,BUY,AAPL,1,0.92,0.0,92586.43
2025-06-08 04:35:11,BUY,AAPL,1,0.92,0.0,92585.51
2025-06-08 05:49:35,BUY,RELIANCE.NS,1,22.33,0.07,99977.6
2025-06-08 05:49:38,BUY,AMD,1,20.75,0.06,99956.79
2025-06-08 05:53:31,BUY,RELIANCE.NS,1,20.86,0.06,99979.08
2025-06-08 05:53:32,BUY,RELIANCE.NS,1,20.45,0.06,99958.57
2025-06-08 05:53:35,BUY,DIS,1,29.14,0.09,99929.34
2025-06-08 06:07:33,BUY,RELIANCE.NS,1,21.35,0.06,99978.59
2025-06-08 06:07:39,BUY,RY,1,3.88,0.01,99974.7
2025-06-08 06:28:35,BUY,6758.T,1,2374.1,7.12,97618.78
2025-06-08 06:28:36,BUY,6758.T,1,2422.74,7.27,95188.77
2025-06-08 07:13:58,BUY,7203.T,1,500.84,1.5,99497.65
2025-06-08 07:14:08,BUY,AAPL,1,1.02,0.0,99496.63
2025-06-08 07:40:01,BUY,MSFT,1,31.03,0.09,99968.87
2025-06-08 07:40:01,BUY,MSFT,1,30.46,0.09,99938.32
2025-06-08 07:40:02,BUY,MSFT,1,30.27,0.09,99907.97
2025-06-08 08:38:06,BUY,MSFT,1,21.76,0.07,99978.17
2025-06-08 08:38:25,BUY,6758.T,1,2184.13,6.55,97787.49
2025-06-08 15:49:18,BUY,AAPL,1,0.72,0.0,99999.28
2025-06-08 15:49:21,BUY,MSFT,1,22.2,0.07,99977.01
2025-06-08 15:49:23,BUY,AMZN,1,1.78,0.01,99975.23
2025-06-08 15:49:25,BUY,005930.KS,1,4570.24,13.71,95391.28
2025-06-08 15:49:28,BUY,005380.KS,1,8613.72,25.84,86751.71
2025-06-08 15:49:30,BUY,035720.KS,1,10374.88,31.12,76345.71
2025-06-08 15:49:32,BUY,6758.T,1,2116.22,6.35,74223.13
2025-06-08 15:49:38,BUY,BMW.DE,1,16.41,0.05,74206.68
2025-06-08 15:49:42,BUY,RELIANCE.NS,1,22.65,0.07,74183.96
2025-06-08 15:58:38,BUY,AAPL,1,0.8,0.0,99999.2
2025-06-08 15:58:39,BUY,AAPL,1,0.83,0.0,99998.37
2025-06-08 15:58:42,BUY,MSFT,1,32.68,0.1,99965.59
2025-06-08 15:58:44,BUY,AMZN,1,3.72,0.01,99961.86
2025-06-08 15:58:47,BUY,005930.KS,1,3659.04,10.98,96291.84
2025-06-08 15:58:49,BUY,005930.KS,1,3644.8,10.93,92636.1
2025-06-08 15:58:51,BUY,035720.KS,1,16050.99,48.15,76536.96
2025-06-08 15:58:53,BUY,6758.T,1,2516.45,7.55,74012.96
2025-06-08 15:58:56,BUY,9984.T,1,6117.36,18.35,67877.24
2025-06-08 15:58:59,BUY,7203.T,1,603.88,1.81,67271.55
2025-06-08 15:59:01,BUY,BMW.DE,1,14.35,0.04,67257.16
2025-06-08 15:59:05,BUY,RELIANCE.NS,1,20.34,0.06,67236.76
2025-06-12 15:14:40,BUY,7203.T,1,519.1,1.56,99479.34
2025-06-12 15:14:42,BUY,7203.T,1,540.78,1.62,98936.95
2025-06-12 15:14:49,BUY,AAPL,1,1.0,0.0,98935.94
2025-06-12 15:14:52,BUY,035720.KS,1,8645.73,25.94,90264.27
2025-06-12 15:14:54,BUY,6758.T,1,2437.42,7.31,87819.54
2025-06-12 15:14:57,BUY,MSFT,1,20.84,0.06,87798.63
2025-06-12 15:19:42,BUY,AAPL,1,0.75,0.0,99999.25
2025-06-12 15:19:44,BUY,035720.KS,1,16332.92,49.0,83617.33
2025-06-12 15:19:46,BUY,RELIANCE.NS,1,20.86,0.06,83596.41
2025-06-12 16:15:06,BUY,005380.KS,1,7490.19,22.47,92487.34
2025-06-12 16:15:11,BUY,AAPL,1,0.86,0.0,92486.48
2025-06-12 16:15:12,BUY,AAPL,1,0.95,0.0,92485.52
2025-06-12 16:15:14,BUY,MSFT,1,21.26,0.06,92464.2
2025-06-12 19:08:36,BUY,AAPL,1,0.78,0.0,99999.22
2025-06-12 19:08:40,BUY,6758.T,1,2355.56,7.07,97636.59
2025-06-12 20:26:16,BUY,035720.KS,1,11277.05,33.83,88689.12
2025-06-12 20:26:20,BUY,RELIANCE.NS,1,17.94,0.05,88671.13
2025-06-12 20:26:23,BUY,AAPL,1,0.99,0.0,88670.14
2025-06-12 20:30:18,BUY,AAPL,1,0.85,0.0,99999.14
2025-06-12 20:30:21,BUY,6758.T,1,2474.13,7.42,97517.59
2025-06-12 20:30:23,BUY,MSFT,1,33.7,0.1,97483.8
2025-06-12 20:30:26,BUY,9984.T,1,8319.6,24.96,89139.24
2025-06-12 20:30:29,BUY,AMZN,1,3.44,0.01,89135.78
2025-06-12 20:30:32,BUY,RELIANCE.NS,1,16.23,0.05,89119.51
2025-06-12 20:30:34,BUY,7203.T,1,544.2,1.63,88573.67
2025-06-12 20:30:37,BUY,BMW.DE,1,14.0,0.04,88559.63
2025-06-12 20:30:41,BUY,005930.KS,1,5054.31,15.16,83490.16
2025-06-12 20:46:04,BUY,7203.T,1,505.41,1.52,99493.08
2025-06-12 20:46:07,BUY,6758.T,1,2528.27,7.58,96957.22
2025-06-12 20:52:21,BUY,AAPL,1,0.78,0.0,99999.22
2025-06-12 20:52:23,BUY,6758.T,1,2338.31,7.01,97653.89
2025-06-12 20:52:26,BUY,9984.T,1,6068.33,18.2,91567.36
2025-06-12 20:52:28,BUY,RELIANCE.NS,1,22.74,0.07,91544.55
2025-06-12 20:54:21,BUY,6758.T,1,2182.3,6.55,97811.15
2025-06-12 21:26:58,BUY,AAPL,1,0.75,0.0,99999.24
2025-06-12 21:27:00,BUY,6758.T,1,2297.01,6.89,97695.34
2025-06-12 21:27:02,BUY,9984.T,1,5187.44,15.56,92492.34
