Date,Close,Volume
2000-01-03,2505.77001953125,0
2000-01-04,2395.820068359375,3528307
2000-01-05,2346.81005859375,2653877
2000-01-06,2341.93994140625,3802392
2000-01-07,2397.530029296875,4439411
2000-01-10,2463.860107421875,4602466
2000-01-11,2446.300048828125,3756718
2000-01-12,2425.820068359375,3837461
2000-01-13,2427.77001953125,6038233
2000-01-14,2462.889892578125,3924456
2000-01-17,2455.080078125,4807018
2000-01-18,2387.780029296875,2706107
2000-01-19,2318.530029296875,3268432
2000-01-20,2298.0400390625,5428056
2000-01-21,2290.239990234375,3304599
2000-01-24,2245.3701171875,2063539
2000-01-25,2245.3701171875,2506717
2000-01-26,2280.489990234375,3913897
2000-01-27,2328.280029296875,2757687
2000-01-28,2263.89990234375,3271353
2000-01-31,2216.110107421875,2792718
2000-02-01,2215.1298828125,3878900
2000-02-02,2262.929931640625,3717276
2000-02-03,2296.090087890625,4482588
2000-02-04,2201.47998046875,4759141
2000-02-07,2138.080078125,4442048
2000-02-08,2199.530029296875,3745749
2000-02-09,2275.610107421875,3907874
2000-02-10,2253.169921875,4610012
2000-02-11,2163.43994140625,4183059
2000-02-14,2090.280029296875,2741174
2000-02-15,2159.5400390625,3073413
2000-02-16,2141.0,2479645
2000-02-17,2135.14990234375,2875567
2000-02-18,2099.06005859375,2530595
2000-02-21,2075.64990234375,3432915
2000-02-22,2064.919921875,6664913
2000-02-23,2088.330078125,5494078
2000-02-24,1878.6199951171875,6632856
2000-02-25,2063.949951171875,8262668
2000-02-28,2058.090087890625,5577407
2000-02-29,2032.0,5158358
2000-03-01,2101.010009765625,7067868
2000-03-02,2168.31005859375,5433453
2000-03-03,2140.030029296875,2799687
2000-03-06,2146.860107421875,6093144
2000-03-07,2181.969970703125,4850605
2000-03-08,2186.85009765625,5044144
2000-03-09,2268.780029296875,4464664
2000-03-10,2424.840087890625,6013713
2000-03-13,2516.780029296875,5001249
2000-03-14,2431.669921875,5923234
2000-03-15,2528.239990234375,3691606
2000-03-16,2647.239990234375,6490079
2000-03-17,2517.510009765625,4263288
2000-03-20,2539.93994140625,2136660
2000-03-21,2631.6298828125,2986045
2000-03-22,2682.35009765625,4802077
2000-03-23,2682.35009765625,2956623
2000-03-24,2722.340087890625,6112635
2000-03-27,2669.669921875,3425901
2000-03-28,2615.050048828125,6726237
2000-03-29,2488.25,4264121
2000-03-30,2446.300048828125,4633367
2000-03-31,2476.5400390625,2593524
2000-04-03,2604.320068359375,4428818
2000-04-04,2710.639892578125,6373948
2000-04-05,2668.68994140625,1125893
2000-04-06,2715.510009765625,5344115
2000-04-07,2704.780029296875,3809871
2000-04-10,2727.219970703125,2618368
2000-04-11,2776.9599609375,4987995
2000-04-12,2776.9599609375,5261522
2000-04-13,2779.889892578125,4863793
2000-04-14,2700.8798828125,5336605
2000-04-17,2640.409912109375,2780470
2000-04-18,2619.919921875,2275216
2000-04-19,2703.81005859375,2476053
2000-04-20,2768.18994140625,5031317
2000-04-21,2769.219970703125,0
2000-04-24,2769.219970703125,0
2000-04-25,2768.18994140625,3919229
2000-04-26,2737.949951171875,3713008
2000-04-27,2608.219970703125,6084363
2000-04-28,2622.85009765625,3387336
2000-05-01,2623.830078125,0
2000-05-02,2606.27001953125,1999162
2000-05-03,2538.969970703125,3210521
2000-05-04,2557.5,2157874
2000-05-05,2550.669921875,2275842
2000-05-08,2648.2099609375,3929015
2000-05-09,2716.489990234375,3125400
2000-05-10,2731.1201171875,5641504
2000-05-11,2782.820068359375,4967723
2000-05-12,2802.320068359375,3258420
2000-05-15,2808.179931640625,1757618
2000-05-16,2803.300048828125,2599362
2000-05-17,2633.580078125,9339136
2000-05-18,2737.949951171875,31615608
2000-05-19,2711.610107421875,4687671
2000-05-22,2752.580078125,2818729
2000-05-23,2696.010009765625,10560294
2000-05-24,2679.419921875,6754275
2000-05-25,2713.56005859375,3127245
2000-05-26,2728.18994140625,3331324
2000-05-29,2729.219970703125,0
2000-05-30,2716.489990234375,2144894
2000-05-31,2748.679931640625,4409007
2000-06-01,2823.780029296875,3029937
2000-06-02,2761.360107421875,5399846
2000-06-05,2690.14990234375,4402788
2000-06-06,2621.8798828125,7144325
2000-06-07,2614.070068359375,5818976
2000-06-08,2638.4599609375,3895084
2000-06-09,2662.840087890625,4072234
2000-06-12,2664.7900390625,860364
2000-06-13,2662.840087890625,3042124
2000-06-14,2696.97998046875,2830853
2000-06-15,2692.10009765625,3284546
2000-06-16,2712.590087890625,1833471
2000-06-19,2797.449951171875,2714933
2000-06-20,2844.27001953125,4625273
2000-06-21,2863.77001953125,4458813
2000-06-22,2832.56005859375,3779701
2000-06-23,2848.169921875,3036510
2000-06-26,2851.090087890625,2255134
2000-06-27,2825.72998046875,2300128
2000-06-28,2887.179931640625,4237315
2000-06-29,2970.090087890625,5844563
2000-06-30,3009.110107421875,5541499
2000-07-03,3023.739990234375,3749049
2000-07-04,3009.110107421875,4446914
2000-07-05,3043.25,5622145
2000-07-06,3050.080078125,5310151
2000-07-07,3069.580078125,4944166
2000-07-10,3065.679931640625,2277592
2000-07-11,3077.389892578125,3783483
2000-07-12,3101.77001953125,4684514
2000-07-13,3006.179931640625,5195200
2000-07-14,3006.179931640625,7634662
2000-07-17,2944.72998046875,9373854
2000-07-18,2882.31005859375,4108385
2000-07-19,2860.85009765625,2825830
2000-07-20,2828.659912109375,3536027
2000-07-21,2779.889892578125,3441163
2000-07-24,2779.889892578125,3374080
2000-07-25,2868.85009765625,3516239
2000-07-26,2822.81005859375,1627346
2000-07-27,2848.169921875,3315497
2000-07-28,2872.550048828125,2280210
2000-07-31,2805.25,2606810
2000-08-01,2851.090087890625,4473292
2000-08-02,2960.340087890625,4562804
2000-08-03,2932.050048828125,4031053
2000-08-04,2929.1298828125,3220025
2000-08-07,2948.6298828125,2540989
2000-08-08,2892.06005859375,2194931
2000-08-09,2878.409912109375,1795777
2000-08-10,2828.659912109375,5198223
2000-08-11,2826.7099609375,1863900
2000-08-14,2877.429931640625,1962096
2000-08-15,2887.179931640625,2214778
2000-08-16,2906.68994140625,3236588
2000-08-17,2978.8701171875,3899939
2000-08-18,2994.47998046875,2205555
2000-08-21,2970.090087890625,2398763
2000-08-22,3023.739990234375,2460923
2000-08-23,3016.909912109375,1903687
2000-08-24,3041.300048828125,1696683
2000-08-25,3082.260009765625,1321106
2000-08-28,3083.419921875,0
2000-08-29,3016.909912109375,4208725
2000-08-30,3022.760009765625,2570710
2000-08-31,3062.760009765625,1851836
2000-09-01,3106.64990234375,3222005
2000-09-04,3124.2099609375,1959584
2000-09-05,3059.830078125,1702176
2000-09-06,2994.47998046875,3041188
2000-09-07,3022.760009765625,3151396
2000-09-08,3071.530029296875,2649282
2000-09-11,3106.64990234375,2375145
2000-09-12,3218.820068359375,5383420
2000-09-13,3160.300048828125,4414071
2000-09-14,3259.7900390625,5075618
2000-09-15,3179.800048828125,5557526
2000-09-18,3192.47998046875,3380286
2000-09-19,3254.909912109375,3264743
2000-09-20,3216.8701171875,2359795
2000-09-21,3301.72998046875,6042382
2000-09-22,3394.389892578125,6307527
2000-09-25,3434.3798828125,5686109
2000-09-26,3370.010009765625,7282904
2000-09-27,3460.719970703125,6217039
2000-09-28,3501.68994140625,5190182
2000-09-29,3456.820068359375,12753466
2000-10-02,3340.739990234375,4560092
2000-10-03,3374.8798828125,2812467
2000-10-04,3396.340087890625,2859267
2000-10-05,3439.260009765625,3161695
2000-10-06,3482.179931640625,4865506
2000-10-09,3435.360107421875,2336554
2000-10-10,3449.010009765625,6762305
2000-10-11,3427.56005859375,6687637
2000-10-12,3439.260009765625,4287507
2000-10-13,3469.5,5575972
2000-10-16,3396.340087890625,8010748
2000-10-17,3374.8798828125,8267845
2000-10-18,3370.010009765625,5445618
2000-10-19,3272.469970703125,3978901
2000-10-20,3131.030029296875,6123743
2000-10-23,3155.419921875,5143791
2000-10-24,3170.050048828125,7388573
2000-10-25,3092.02001953125,17099338
2000-10-26,3136.889892578125,5743686
2000-10-27,3131.030029296875,3123681
2000-10-30,3130.06005859375,1739423
2000-10-31,3148.590087890625,3347184
2000-11-01,3101.77001953125,4528918
2000-11-02,3092.02001953125,3234920
2000-11-03,3173.77001953125,2674718
2000-11-06,3238.330078125,3027686
2000-11-07,3295.8798828125,3359819
2000-11-08,3390.469970703125,3583003
2000-11-09,3315.3798828125,3064309
2000-11-10,3301.72998046875,3404901
2000-11-13,3370.0,3876739
2000-11-14,3270.0,5881815
2000-11-15,3185.0,6030592
2000-11-16,3235.0,5042808
2000-11-17,3332.0,2442362
2000-11-20,3330.0,2236096
2000-11-21,3320.0,2794863
2000-11-22,3260.0,2609330
2000-11-23,3345.0,1782380
2000-11-24,3376.0,224344
2000-11-27,3444.0,2388957
2000-11-28,3460.0,2975606
2000-11-29,3457.0,5057459
2000-11-30,3600.0,7196143
2000-12-01,3460.0,6456603
2000-12-04,3400.0,2591114
2000-12-05,3460.0,4147050
2000-12-06,3300.0,5574623
2000-12-07,3235.0,5025358
