Date,Close,Volume
2002-02-25,1.2673009634017944,2380887
2002-02-26,1.3078420162200928,27638273
2002-02-27,1.3063410520553589,9333745
2002-02-28,1.2898240089416504,13126515
2002-03-01,1.2612940073013306,3466439
2002-03-04,1.2703039646148682,699282
2002-03-05,1.2042360305786133,2767157
2002-03-06,1.1922240257263184,2174433
2002-03-07,1.2102420330047607,1501791
2002-03-08,1.208739995956421,449538
2002-03-11,1.2009320259094238,2121154
2002-03-12,1.22645902633667,1974638
2002-03-13,1.219251036643982,2191082
2002-03-14,1.2282609939575195,1668286
2002-03-15,1.234866976737976,1345285
2002-03-18,1.2492820024490356,879097
2002-03-19,1.2432760000228882,279713
2002-03-20,1.2438770532608032,2201072
2002-03-21,1.1982300281524658,2437496
2002-03-22,1.1913230419158936,3876018
2002-03-25,1.1832139492034912,875767
2002-03-26,1.1955269575119019,1428532
2002-03-27,1.2162480354309082,199795
2002-03-28,1.2042360305786133,1618337
2002-04-01,1.2372699975967407,129867
2002-04-02,1.2222540378570557,1894720
2002-04-03,1.1772079467773438,1491801
2002-04-04,1.2132450342178345,5294561
2002-04-05,1.2252570390701294,1931349
2002-04-08,1.2267589569091797,1098871
2002-04-09,1.2657990455627441,1301996
2002-04-10,1.3138480186462402,2667260
2002-04-11,1.2973309755325317,4225659
2002-04-12,1.2853189706802368,622694
2002-04-15,1.2378699779510498,529456
2002-04-16,1.2162480354309082,4258958
2002-04-17,1.2162480354309082,982324
2002-04-18,1.2162480354309082,1851431
2002-04-19,1.219251036643982,2863725
2002-04-22,1.208739995956421,6083750
2002-04-23,1.2042360305786133,6679804
2002-04-24,1.2027339935302734,96567
2002-04-25,1.1787099838256836,2613981
2002-04-26,1.1757069826126099,2770487
2002-04-29,1.1832139492034912,998974
2002-04-30,1.1982300281524658,2057886
2002-05-01,1.196727991104126,349641
2002-05-02,1.1531829833984375,1664956
2002-05-03,1.1231529712677002,4528681
2002-05-06,1.1111400127410889,1824792
2002-05-07,1.1156450510025024,1005634
2002-05-08,1.1336630582809448,4079143
2002-05-09,1.0702979564666748,1688266
2002-05-10,1.061589002609253,1801483
2002-05-13,1.0150419473648071,1108861
2002-05-14,1.022549033164978,2620641
2002-05-15,1.060088038444519,3762801
2002-05-16,1.0961250066757202,2737188
2002-05-17,1.0856139659881592,2980272
2002-05-20,1.077206015586853,2297640
2002-05-21,1.0796079635620117,3399841
2002-05-22,1.0540820360183716,2777147
2002-05-23,1.0609890222549438,2211062
2002-05-24,1.0564839839935303,342981
2002-05-28,1.0420689582824707,4658548
2002-05-29,1.0630910396575928,1125510
2002-05-30,1.0690970420837402,19979
2002-05-31,1.0435709953308105,399589
2002-06-03,1.0405679941177368,3533037
2002-06-04,1.0102369785308838,2164443
2002-06-05,0.989516019821167,1441852
2002-06-06,0.9114350080490112,2707219
2002-06-07,0.9249489903450012,1445182
